age,gender,annual_income,policy_type,premium_amount,incident_type,incident_hour,num_witnesses,police_report,previous_claims,vehicle_age,region_risk,claim_amount,claim_frequency,claim_to_premium_ratio,fraud_label
28,Male,1541502,Basic,40523,Fire,20,4,1,5,8,0.695261438,159071.1594,0.454545455,3.925453678,0
47,Male,1515502,Premium,57776,Fire,15,1,0,10,9,0.688450574,278917.9374,0.333333333,4.827574381,1
48,Male,946777,Basic,24116,Collision,3,5,0,7,4,0.310742798,68982.89495,0.225806452,2.860461725,0
41,Female,385784,Basic,11473,Theft,0,4,0,6,0,0.3044112,71144.60915,0.25,6.201046732,0
26,Female,1485412,Premium,52322,Fire,0,0,1,9,11,0.770901201,260912.5524,1,4.98667009,1
20,Male,688161,Basic,27735,Theft,21,2,1,9,7,0.205289055,76505.26165,3,2.758437413,0
68,Male,1399110,Gold,39461,Theft,14,0,1,6,0,0.930937147,85723.16634,0.117647059,2.172351596,0
48,Male,1046462,Gold,16084,Fire,19,4,1,2,3,0.949364669,88777.21515,0.064516129,5.519598057,1
57,Male,923879,Gold,49771,Fire,19,3,1,9,6,0.883893091,227534.5745,0.225,4.571629554,1
54,Female,1434854,Gold,33756,Other,2,2,1,2,3,0.289609569,60341.51194,0.054054054,1.787578858,0
53,Male,297469,Basic,22068,Collision,13,1,1,4,11,0.115121575,57135.49593,0.111111111,2.589065431,0
41,Female,1819814,Gold,33916,Theft,8,4,0,11,4,0.943021758,75862.70672,0.458333333,2.236782248,1
48,Female,1644315,Premium,7919,Fire,18,0,1,4,6,0.409574645,51733.51213,0.129032258,6.53283396,0
23,Male,1702718,Gold,28550,Fire,7,5,1,8,3,0.379369238,113179.5727,1.333333333,3.964258238,1
19,Male,1389325,Premium,41524,Theft,1,3,0,8,4,0.335509822,153047.0071,4,3.685748171,0
37,Female,931188,Premium,59606,Fire,3,5,0,9,6,0.320082556,333789.5965,0.45,5.599932835,1
45,Female,1394737,Gold,8283,Other,0,4,0,4,0,0.761097961,35144.0998,0.142857143,4.242919208,0
28,Male,1646373,Gold,9691,Theft,10,1,0,11,14,0.917104266,58106.74889,1,5.995949736,0
21,Male,605123,Basic,28212,Fire,4,0,1,4,11,0.807450729,164871.3967,1,5.844016613,0
32,Male,598825,Premium,45118,Theft,1,2,1,5,14,0.706697169,102287.395,0.333333333,2.267108361,0
23,Female,1955089,Gold,33602,Fire,12,3,0,7,2,0.358981807,194396.3307,1.166666667,5.78526072,0
66,Female,637359,Basic,22540,Fire,16,4,0,5,0,0.592267128,56247.51945,0.102040816,2.495453392,0
47,Male,1271512,Gold,40829,Collision,16,4,1,10,13,0.313270455,159977.5086,0.333333333,3.918232349,0
55,Female,701477,Gold,10919,Theft,17,4,0,11,14,0.200356394,54624.11507,0.289473684,5.002666459,0
68,Female,1097691,Gold,27277,Collision,20,4,0,5,14,0.208263666,159659.6016,0.098039216,5.85326838,0
19,Male,430596,Premium,58597,Fire,8,0,1,8,14,0.643392195,220691.6495,4,3.766261917,0
32,Male,1867906,Gold,22676,Theft,5,2,0,0,2,0.134631693,37101.50873,0,1.636157556,0
28,Female,999595,Basic,47844,Theft,19,1,1,3,10,0.975929046,123692.3625,0.272727273,2.58532653,1
25,Female,982046,Gold,14752,Other,2,3,0,9,1,0.995919817,61549.35722,1.125,4.172272046,1
43,Male,1425705,Gold,21012,Other,7,4,1,9,4,0.234482222,103867.261,0.346153846,4.943235341,0
68,Male,1916473,Basic,14175,Fire,2,5,0,11,9,0.484572169,74122.40001,0.215686275,5.229093475,0
62,Male,1795283,Basic,45670,Fire,0,4,1,1,4,0.791268417,227266.4298,0.022222222,4.976273917,0
61,Male,930351,Premium,7067,Fire,19,2,1,8,9,0.959560144,50518.66067,0.181818182,7.148529881,1
22,Male,845499,Premium,36478,Fire,12,2,0,2,8,0.902189057,147879.3931,0.4,4.053933688,0
23,Female,1633482,Premium,31439,Other,20,0,0,9,7,0.329279666,136004.7811,1.5,4.325989413,1
43,Female,405671,Premium,39747,Theft,4,0,0,10,2,0.17667724,119845.3519,0.384615385,3.015204968,1
21,Female,725122,Basic,55888,Collision,15,5,0,1,0,0.359856425,299473.7719,0.25,5.358462853,0
36,Female,494358,Gold,34810,Theft,20,5,0,7,4,0.493513699,75415.78027,0.368421053,2.166497566,1
37,Male,1996870,Gold,23302,Theft,23,0,1,3,10,0.423944485,81459.39633,0.15,3.495811361,1
50,Male,1503446,Gold,5700,Other,15,3,1,10,2,0.796482211,39617.05828,0.303030303,6.950361102,1
37,Male,1741820,Premium,41814,Theft,23,5,1,1,4,0.332009099,224388.8275,0.05,5.366356423,0
66,Female,976646,Basic,39841,Theft,11,0,1,3,8,0.872773404,148187.2903,0.06122449,3.71946714,1
29,Female,726701,Basic,58813,Fire,12,4,0,6,10,0.303070985,312986.3134,0.5,5.321719916,1
64,Female,1782369,Basic,49713,Collision,3,0,1,6,13,0.42521684,110909.1455,0.127659574,2.230988785,1
18,Male,976041,Gold,54546,Theft,8,3,1,0,14,0.503028161,204802.1616,0,3.754668749,0
43,Female,1089234,Premium,8048,Theft,15,0,1,11,0,0.362096328,38746.29962,0.423076923,4.814401046,1
31,Male,1381753,Basic,57604,Collision,0,0,0,11,0,0.789735013,286247.2651,0.785714286,4.969225489,1
55,Male,1447752,Premium,38290,Fire,4,4,0,0,8,0.46859249,129590.4054,0,3.384445166,0
54,Male,590447,Basic,16101,Other,20,5,1,2,2,0.898323196,58759.66112,0.054054054,3.649441719,1
28,Male,700850,Premium,34778,Other,4,4,0,1,11,0.967229793,68178.96673,0.090909091,1.960405047,1
53,Male,1363473,Basic,32425,Theft,23,4,1,2,14,0.873826437,115447.4049,0.055555556,3.560444254,0
30,Male,1306984,Premium,46509,Fire,18,0,0,3,9,0.570362655,93800.54746,0.230769231,2.016825721,0
60,Female,1417327,Basic,22852,Other,8,4,0,6,4,0.558827562,72660.37409,0.139534884,3.179606778,0
20,Male,316908,Basic,29500,Other,7,2,0,1,8,0.294285383,64722.01333,0.333333333,2.193966554,0
50,Male,445993,Premium,17674,Other,18,1,1,6,10,0.633049896,64157.46343,0.181818182,3.630047722,0
23,Female,1478744,Premium,28195,Other,17,1,0,4,4,0.957453153,75937.35753,0.666666667,2.693291631,1
67,Male,1852595,Gold,55573,Other,14,4,1,7,11,0.172545875,162752.7223,0.14,2.928629412,0
27,Female,705421,Premium,29371,Theft,3,5,0,7,13,0.777211673,78489.46204,0.7,2.67234558,0
22,Female,1051563,Basic,38053,Other,14,3,1,4,11,0.882585599,135493.054,0.8,3.560640527,1
40,Female,1050712,Basic,56897,Theft,12,4,1,9,2,0.988033136,213087.9344,0.391304348,3.745152371,0
27,Male,1366374,Premium,16957,Collision,17,5,1,7,8,0.401281944,96683.63973,0.7,5.701694859,0
61,Male,841142,Gold,12108,Collision,19,4,1,11,11,0.420016732,66258.3919,0.25,5.472282119,0
19,Female,437902,Premium,58616,Fire,4,0,1,8,6,0.306797717,156559.4053,4,2.670932941,0
30,Male,520847,Basic,52758,Theft,17,5,1,6,11,0.810157263,248934.5407,0.461538462,4.718422621,1
57,Male,674650,Basic,22829,Fire,7,3,0,5,11,0.22603564,74386.88393,0.125,3.258438124,1
19,Female,263079,Gold,10837,Collision,0,4,1,6,6,0.340990265,61043.7775,3,5.632903709,0
37,Female,1794441,Premium,20032,Collision,18,2,0,6,13,0.365736122,76570.68166,0.3,3.822418214,0
18,Male,510258,Basic,39234,Collision,22,5,1,2,7,0.437437557,145965.1096,2,3.720372881,0
54,Female,682450,Basic,31352,Collision,16,1,1,5,10,0.479498413,122702.9783,0.135135135,3.91372092,0
26,Female,716379,Basic,35215,Other,1,5,0,5,4,0.603122468,196933.3643,0.555555556,5.592314762,0
34,Female,1936916,Premium,14106,Collision,18,2,1,10,1,0.953535989,45329.41174,0.588235294,3.213484456,1
26,Male,1315770,Premium,46247,Other,15,2,0,8,10,0.322551773,259992.0231,0.888888889,5.621813806,1
28,Male,1719598,Gold,33766,Other,17,2,1,0,8,0.80129853,130553.4266,0,3.866416708,0
32,Male,312333,Basic,48048,Fire,1,3,0,6,2,0.70875126,273050.9958,0.4,5.682879534,0
41,Female,762080,Basic,58578,Other,5,3,0,0,10,0.204445207,227160.1757,0,3.877909381,0
55,Male,245807,Gold,43700,Fire,6,5,1,9,13,0.829339076,200284.5439,0.236842105,4.583170341,0
52,Female,1766089,Basic,14996,Other,5,3,0,3,1,0.181550602,72456.459,0.085714286,4.831719058,0
47,Male,1635986,Gold,6178,Other,5,1,0,6,9,0.765033607,43075.0542,0.2,6.972329912,0
48,Male,860501,Gold,40319,Collision,8,0,1,5,9,0.744208071,149498.0487,0.161290323,3.707880868,1
66,Female,1758274,Basic,58522,Theft,7,5,1,5,4,0.720461675,256133.6858,0.102040816,4.376707663,1
22,Male,828580,Premium,21025,Other,23,4,1,4,7,0.349023109,92749.15996,0.8,4.411375028,1
61,Female,847272,Premium,14780,Theft,21,4,0,10,2,0.616030291,62236.98327,0.227272727,4.210891967,0
67,Male,738065,Premium,27706,Theft,20,5,0,6,5,0.785420012,144023.075,0.12,5.198263013,0
31,Male,1286922,Premium,47916,Theft,8,0,0,8,8,0.67383275,124759.4595,0.571428571,2.603711902,0
28,Female,1041135,Basic,14967,Other,11,4,1,5,1,0.823875148,40456.28143,0.454545455,2.703032099,0
26,Female,1867841,Gold,35856,Theft,17,5,1,9,14,0.719094128,179906.9145,1,5.017484228,1
51,Female,509963,Gold,42630,Other,22,5,0,6,7,0.347004899,185148.9957,0.176470588,4.343161991,1
29,Male,1383493,Basic,14179,Collision,5,2,1,8,9,0.23775089,55784.93096,0.666666667,3.934334647,0
52,Male,1096618,Premium,43623,Other,22,1,1,6,6,0.668781088,188259.5873,0.171428571,4.315603863,0
52,Male,747578,Gold,22587,Fire,3,4,1,5,2,0.783782543,112006.9322,0.142857143,4.958911417,1
18,Female,1623271,Basic,28733,Collision,6,1,1,2,0,0.228090657,71035.85679,2,2.472274277,0
57,Female,623915,Basic,27770,Theft,17,5,1,0,5,0.257338412,108736.2602,0,3.915601734,0
39,Female,375324,Premium,38887,Theft,19,0,0,9,1,0.110862413,200605.6315,0.409090909,5.158681089,1
46,Male,1907229,Basic,8975,Fire,4,5,0,8,2,0.578574263,41225.96353,0.275862069,4.59342212,0
25,Male,843784,Gold,17919,Collision,17,4,1,6,11,0.588061943,82358.30025,0.75,4.596143772,0
28,Female,1751726,Gold,14602,Fire,9,1,1,2,13,0.550068213,35990.11342,0.181818182,2.464738626,1
58,Male,1043521,Basic,50463,Theft,7,2,0,9,14,0.384409017,263826.2736,0.219512195,5.228113145,0
54,Female,705180,Gold,39060,Other,0,2,0,8,4,0.485030111,196976.7839,0.216216216,5.042928415,0
31,Male,609824,Basic,47154,Theft,14,5,0,2,13,0.789613093,166287.8899,0.142857143,3.526485344,1
47,Male,590857,Gold,15140,Fire,2,0,0,2,10,0.263617193,37931.68372,0.066666667,2.505395226,1
52,Female,397345,Premium,57807,Other,14,3,0,6,7,0.281393098,251913.19,0.171428571,4.357831924,0
38,Male,1003051,Gold,26170,Other,13,4,1,1,1,0.700280438,101234.5589,0.047619048,3.868343865,1
54,Male,1850870,Premium,56369,Theft,0,5,0,9,5,0.880210786,307874.1494,0.243243243,5.461763547,0
22,Female,970759,Premium,33830,Other,20,2,0,6,0,0.406354121,97608.69025,1.2,2.885270182,0
36,Female,1467556,Basic,49540,Collision,7,2,0,6,6,0.939469893,92715.81218,0.315789474,1.87153436,0
31,Male,1723445,Premium,11590,Theft,6,0,0,0,3,0.151908466,30694.72832,0,2.648380356,0
43,Female,1525499,Gold,51745,Theft,8,2,1,9,0,0.206667388,179685.6866,0.346153846,3.47252269,1
21,Male,1692832,Gold,35609,Collision,17,4,1,10,8,0.513963658,94554.3842,2.5,2.655350732,1
42,Female,1998766,Premium,22401,Theft,11,0,0,1,8,0.751136705,126889.6699,0.04,5.664464529,0
62,Male,1698117,Basic,32729,Fire,7,1,0,4,10,0.433753268,89208.04356,0.088888889,2.725657477,0
59,Male,709163,Premium,42944,Fire,7,0,1,3,2,0.599272561,186356.2261,0.071428571,4.339517188,0
42,Female,1008062,Gold,57742,Theft,5,4,0,2,5,0.125713617,196998.4989,0.08,3.411702036,0
35,Male,1092007,Gold,50167,Collision,2,4,0,9,6,0.515650881,203150.9097,0.5,4.049492888,1
57,Male,839724,Premium,33645,Other,1,1,1,10,12,0.318317981,196987.5734,0.25,5.854884035,0
25,Female,867538,Premium,34047,Collision,13,5,1,7,14,0.564731956,140961.7546,0.875,4.140210726,1
56,Female,613151,Premium,27560,Fire,7,0,0,6,3,0.573249885,85488.16824,0.153846154,3.101892897,1
57,Male,1181226,Gold,11647,Theft,5,4,0,8,5,0.777843035,42257.79696,0.2,3.628213013,1
31,Female,878387,Gold,26106,Collision,3,4,1,2,8,0.585857465,139304.4635,0.142857143,5.336109073,1
49,Female,651069,Gold,11015,Other,4,1,1,9,13,0.652842256,79997.60639,0.28125,7.262606118,0
68,Male,267359,Basic,26506,Other,20,3,1,0,14,0.576681924,73459.25281,0,2.771419785,1
55,Male,403460,Gold,53613,Other,12,0,0,8,9,0.991339691,251739.634,0.210526316,4.69549613,1
50,Female,1525831,Gold,29067,Other,8,4,0,8,5,0.812457426,116903.33,0.242424242,4.021857434,1
40,Female,1411960,Basic,56241,Collision,12,2,0,11,6,0.780080525,261017.5256,0.47826087,4.641054134,0
32,Female,984681,Basic,7056,Other,8,1,1,11,5,0.664533515,56797.9921,0.733333333,8.049602055,0
50,Male,486305,Basic,36719,Fire,23,3,0,0,6,0.575533629,98629.01432,0,2.686048485,0
42,Male,1105352,Basic,34328,Other,23,3,1,7,0,0.410281426,163595.4627,0.28,4.765656685,1
34,Male,1091255,Basic,17176,Fire,15,1,0,9,5,0.805571133,71852.69768,0.529411765,4.183319613,0
50,Male,1379042,Basic,57832,Collision,11,3,1,0,11,0.27064825,243197.4114,0,4.205239511,1
64,Male,529457,Premium,47771,Fire,1,4,0,5,8,0.13289401,160861.1747,0.106382979,3.367339488,0
19,Male,381446,Premium,36885,Collision,18,3,1,8,10,0.72835484,176835.3905,4,4.794235882,0
31,Male,617230,Premium,26269,Other,15,0,1,2,2,0.230366527,78866.81584,0.142857143,3.002277051,0
57,Female,1853172,Premium,51515,Theft,23,2,1,5,13,0.913443474,191902.9514,0.125,3.725185896,1
57,Female,611377,Gold,8114,Fire,12,4,1,2,5,0.793613248,40675.60654,0.05,5.013015349,0
68,Male,1880664,Basic,18442,Fire,4,1,0,10,3,0.64201994,47313.39507,0.196078431,2.565524079,1
56,Male,1649282,Gold,45151,Theft,22,2,1,4,6,0.382532188,135980.7817,0.102564103,3.011689258,0
68,Male,581691,Basic,6629,Collision,23,5,0,10,6,0.674148123,42426.13357,0.196078431,6.400080491,0
23,Female,962557,Basic,22927,Collision,5,4,0,6,12,0.529171021,56189.28891,1,2.450791159,1
23,Male,1273078,Gold,36317,Other,20,2,1,10,8,0.362033621,175621.6778,1.666666667,4.835798051,0
20,Female,235757,Premium,28896,Fire,23,3,1,9,3,0.950571079,152346.9596,3,5.272250816,1
24,Female,822561,Gold,33155,Collision,16,5,0,11,13,0.245700474,94392.96779,1.571428571,2.847020594,0
68,Female,782933,Gold,59921,Other,16,1,0,3,7,0.778045374,273680.8459,0.058823529,4.567361125,0
25,Female,1096650,Basic,23288,Collision,16,1,0,3,7,0.820034711,103126.835,0.375,4.428325101,1
59,Female,521199,Basic,55588,Theft,2,0,0,6,7,0.956615147,187241.6515,0.142857143,3.368382592,0
69,Male,1368391,Basic,26415,Theft,12,3,0,4,13,0.594474787,69555.14603,0.076923077,2.633168504,0
32,Male,1126502,Premium,41085,Theft,11,0,0,0,7,0.581387645,222052.2101,0,5.404702691,1
64,Female,1932842,Gold,16251,Other,5,0,0,10,5,0.928260288,72039.06958,0.212765957,4.432900719,0
46,Male,1611746,Gold,41884,Fire,21,3,1,9,7,0.820983933,110592.8894,0.310344828,2.640456724,1
50,Female,532336,Premium,30574,Theft,20,4,0,11,5,0.787272832,152689.6146,0.333333333,4.994100039,1
69,Female,381549,Gold,14623,Theft,12,5,0,1,9,0.810223349,63491.66722,0.019230769,4.341904344,0
47,Male,367973,Gold,25936,Collision,13,0,1,5,13,0.543862982,137579.6443,0.166666667,5.304582213,1
56,Male,946631,Basic,59715,Theft,6,2,0,11,13,0.137276756,350500.1606,0.282051282,5.869549704,0
44,Male,1300597,Premium,11123,Fire,4,5,0,8,1,0.278438395,31180.72996,0.296296296,2.803266202,0
53,Male,229092,Basic,8061,Other,13,4,1,6,12,0.678692879,50929.99733,0.166666667,6.318074349,0
46,Male,1118746,Premium,45857,Theft,17,3,0,3,14,0.456549327,261719.8007,0.103448276,5.707303154,0
55,Female,1617563,Basic,41499,Other,3,1,0,11,2,0.646093224,169092.7991,0.289473684,4.074623464,1
50,Male,857191,Gold,44095,Other,0,4,1,11,5,0.596510112,211378.0283,0.333333333,4.793696073,0
54,Male,512865,Premium,33451,Fire,6,0,1,1,6,0.494794275,113698.8513,0.027027027,3.398967186,0
44,Male,490655,Premium,21361,Collision,19,2,0,3,13,0.311255219,73525.67322,0.111111111,3.442052021,0
50,Female,272782,Basic,20907,Collision,12,5,1,4,3,0.747063902,97103.8973,0.121212121,4.644563893,0
21,Male,1083435,Premium,57469,Other,3,3,1,1,0,0.918140617,314841.5399,0.25,5.478458645,0
39,Female,1612782,Gold,39814,Theft,12,1,0,0,3,0.792967347,75819.4267,0,1.904340852,0
19,Male,1562227,Gold,57296,Other,3,5,1,3,5,0.208034413,189687.4894,1.5,3.310658499,0
27,Male,1897141,Gold,24605,Collision,2,2,1,10,7,0.584154765,147983.2026,1,6.014354911,1
22,Female,1902863,Basic,37256,Theft,7,1,0,5,12,0.851829564,86193.65275,1,2.313550911,1
27,Male,407580,Premium,16332,Collision,19,3,0,0,11,0.631883604,72522.17138,0,4.440495431,0
50,Male,969032,Basic,42832,Fire,7,5,1,0,12,0.495612245,143947.2767,0,3.360741424,0
55,Female,1872992,Gold,34476,Collision,16,4,1,8,12,0.356091715,121688.9719,0.210526316,3.529672002,0
30,Male,1521403,Premium,14445,Theft,14,0,0,4,13,0.397351676,46268.93015,0.307692308,3.203110429,0
48,Female,747952,Gold,38490,Theft,3,3,0,1,12,0.317941147,92383.42462,0.032258065,2.400192897,0
64,Female,1875228,Premium,34767,Other,5,2,1,10,3,0.276153806,140449.4588,0.212765957,4.03973477,1
53,Female,364244,Premium,51057,Theft,23,4,0,1,9,0.629978634,159668.7472,0.027777778,3.12726457,1
62,Female,676857,Basic,20210,Fire,21,5,0,3,0,0.558446323,74551.44799,0.066666667,3.688839584,0
41,Female,1312916,Premium,29159,Collision,5,1,1,10,4,0.761349776,83591.86143,0.416666667,2.866760226,1
69,Male,1860100,Gold,12564,Other,9,4,1,1,6,0.377136584,40945.73925,0.019230769,3.258973197,0
32,Male,211017,Premium,46043,Other,3,4,0,3,5,0.514741673,259576.7353,0.2,5.63770248,1
46,Male,1203634,Gold,26219,Theft,8,2,0,10,2,0.712333197,93930.29617,0.344827586,3.582527792,0
25,Female,1194424,Basic,32946,Fire,15,0,1,5,12,0.966910407,117307.4642,0.625,3.560598076,1
22,Female,754636,Gold,41587,Other,6,4,0,6,6,0.413983361,77686.8432,1.2,1.86805596,0
46,Female,1658240,Premium,8364,Fire,13,4,1,5,3,0.368387983,34286.90786,0.172413793,4.09934336,0
64,Female,471635,Gold,9318,Fire,5,0,0,3,4,0.504359534,48930.12207,0.063829787,5.251139951,0
21,Male,409720,Gold,56932,Collision,0,0,0,9,10,0.751486567,221313.8272,2.25,3.887336246,1
29,Male,321070,Premium,16479,Collision,17,1,0,2,6,0.965395268,74028.30566,0.166666667,4.492281429,1
62,Female,1118472,Gold,12398,Collision,11,5,1,3,1,0.582882691,51197.53365,0.066666667,4.129499407,0
19,Female,462512,Premium,7452,Fire,21,1,1,11,3,0.831196216,32322.47753,5.5,4.337423179,1
44,Male,235010,Basic,26672,Collision,14,0,0,4,3,0.517959825,82943.82083,0.148148148,3.109771327,0
48,Female,1808715,Gold,38193,Other,0,3,0,3,5,0.135871416,170348.8764,0.096774194,4.460211987,1
68,Female,1895625,Basic,18865,Other,14,0,1,2,11,0.904790178,78144.96972,0.039215686,4.142325456,0
68,Female,978928,Gold,30345,Theft,14,1,1,0,10,0.360890283,132444.2746,0,4.364616067,0
53,Male,1934872,Gold,51275,Fire,15,2,0,2,6,0.224799077,156785.5181,0.055555556,3.057738043,0
53,Male,1851722,Basic,25359,Collision,20,2,1,10,3,0.996545344,74185.54596,0.277777778,2.925412909,1
43,Female,791293,Gold,13799,Other,0,5,1,4,9,0.412659097,77000.91558,0.153846154,5.580180852,0
60,Male,237493,Gold,28053,Fire,2,4,0,5,0,0.22288445,91805.0057,0.11627907,3.272555723,0
44,Female,925155,Basic,39892,Fire,11,2,0,11,0,0.380387961,180856.7943,0.407407407,4.533660742,0
22,Female,1940326,Gold,22684,Collision,6,1,1,3,4,0.562453864,75118.76999,0.6,3.311531035,0
37,Male,734580,Premium,10015,Fire,4,2,1,0,0,0.179161378,52168.2775,0,5.209014229,1
28,Female,883725,Gold,36665,Collision,0,3,0,9,2,0.417358751,214975.3199,0.818181818,5.86322978,1
27,Female,723238,Gold,13657,Collision,0,0,1,6,8,0.70197078,68935.18252,0.6,5.047608005,1
57,Male,1134711,Gold,56116,Collision,14,0,0,8,2,0.924338804,232335.269,0.2,4.14026782,1
55,Female,1350311,Basic,26951,Fire,7,1,0,5,2,0.457693916,139571.0117,0.131578947,5.178695102,0
23,Female,1795776,Premium,37063,Fire,10,4,1,5,12,0.608107821,145626.8961,0.833333333,3.929171845,0
25,Female,1220021,Premium,37743,Collision,13,0,0,8,8,0.67245598,203885.5448,1,5.401943269,1
40,Male,1329347,Gold,31521,Fire,22,2,0,3,4,0.163678131,105846.4111,0.130434783,3.357964884,1
64,Female,1960508,Basic,59431,Collision,12,3,0,4,11,0.408002538,108229.2034,0.085106383,1.821090061,0
43,Male,831581,Basic,15731,Theft,18,4,0,4,7,0.715828614,91401.27041,0.153846154,5.810264472,1
63,Female,1347659,Premium,23744,Fire,11,4,0,11,9,0.762094978,125143.8881,0.239130435,5.270547847,1
60,Female,1886519,Basic,23423,Fire,21,4,1,4,14,0.420356899,95989.29309,0.093023256,4.098078517,1
29,Female,1226850,Gold,54076,Theft,18,0,0,7,8,0.106062625,299998.2951,0.583333333,5.547716086,0
43,Female,1136780,Gold,22568,Theft,3,5,0,10,11,0.10617904,134402.3249,0.384615385,5.955438006,0
30,Male,821747,Basic,52411,Theft,3,4,0,0,5,0.584308016,103847.3556,0,1.981403819,0
57,Male,598750,Gold,8934,Collision,2,1,1,9,6,0.596337307,52214.46709,0.225,5.844466878,0
35,Female,947365,Premium,16409,Collision,5,2,0,10,6,0.600147489,77932.50318,0.555555556,4.749375537,0
42,Female,1481258,Gold,59946,Other,4,5,0,9,6,0.749577759,292604.9869,0.36,4.88114281,1
50,Female,628886,Basic,36410,Theft,10,3,0,10,3,0.929142456,114918.8416,0.303030303,3.156243934,1
64,Female,1179651,Premium,35808,Other,8,2,0,2,12,0.991153187,63874.42113,0.042553191,1.783803092,0
57,Female,429171,Gold,13172,Collision,2,1,1,7,12,0.730960079,46026.33418,0.175,3.494255556,1
60,Female,1622415,Premium,32358,Fire,8,1,1,10,14,0.562598846,97839.46166,0.23255814,3.023656025,0
29,Female,367558,Basic,5777,Theft,11,5,0,8,14,0.226895318,34399.54952,0.666666667,5.954569763,0
61,Female,1183061,Gold,24763,Fire,2,2,1,1,1,0.445757661,75832.65241,0.022727273,3.062337052,0
53,Male,496412,Gold,53673,Collision,19,0,1,11,1,0.615210999,249201.1618,0.305555556,4.642951984,1
65,Male,307338,Premium,40186,Theft,16,1,1,3,6,0.999827633,79713.41818,0.0625,1.98361166,0
21,Male,674551,Gold,36170,Other,20,4,0,7,9,0.214283461,139648.6598,1.75,3.860897424,1
22,Female,488480,Gold,25461,Other,11,3,0,4,6,0.813768824,97975.36709,0.8,3.848056521,1
